,order_id,order_line,order_date,customer_id,product_id,quantity,bike_id,model,description,price,bikeshop_id,bikeshop_name,location,category_1,category_2,frame_material,city,state,total_price
6380,824,5,2013-05-09,8,58,2,58,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,6390,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,12780
6381,824,6,2013-05-09,8,96,1,96,Catalyst 3,Mountain - Sport - Aluminum,480,8,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO,480
6382,824,7,2013-05-09,8,75,1,75,Fat CAAD2,Mountain - Fat Bike - Aluminum,2130,8,Denver Bike Shop,"Denver, CO",Mountain,Fat Bike,Aluminum,Denver,CO,2130
6383,824,8,2013-05-09,8,89,2,89,Trail 1,Mountain - Sport - Aluminum,1520,8,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO,3040
6384,824,9,2013-05-09,8,15,1,15,CAAD12 Ultegra,Road - Elite Road - Aluminum,2240,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO,2240
6385,824,10,2013-05-09,8,95,1,95,Catalyst 2,Mountain - Sport - Aluminum,585,8,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO,585
6386,824,11,2013-05-09,8,51,1,51,Trigger Carbon 1,Mountain - Over Mountain - Carbon,8200,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,8200
6387,824,12,2013-05-09,8,42,1,42,Slice 105,Road - Triathalon - Carbon,1950,8,Denver Bike Shop,"Denver, CO",Road,Triathalon,Carbon,Denver,CO,1950
6388,824,13,2013-05-09,8,57,1,57,Scalpel-Si Hi-Mod 1,Mountain - Cross Country Race - Carbon,7460,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,7460
6389,824,14,2013-05-09,8,18,1,18,CAAD8 105,Road - Elite Road - Aluminum,1410,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO,1410
6390,824,15,2013-05-09,8,14,1,14,CAAD Disc Ultegra,Road - Elite Road - Aluminum,2660,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO,2660
6391,824,16,2013-05-09,8,46,1,46,SuperX Rival CX1,Road - Cyclocross - Carbon,1750,8,Denver Bike Shop,"Denver, CO",Road,Cyclocross,Carbon,Denver,CO,1750
6392,824,17,2013-05-09,8,6,2,6,Supersix Evo Red,Road - Elite Road - Carbon,3940,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Carbon,Denver,CO,7880
6393,824,18,2013-05-09,8,40,1,40,Slice Ultegra D12,Road - Triathalon - Carbon,3200,8,Denver Bike Shop,"Denver, CO",Road,Triathalon,Carbon,Denver,CO,3200
6394,824,19,2013-05-09,8,10,1,10,Supersix Evo Tiagra,Road - Elite Road - Carbon,1840,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Carbon,Denver,CO,1840
6395,824,20,2013-05-09,8,59,1,59,Scalpel-Si Carbon 3,Mountain - Cross Country Race - Carbon,5330,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,5330
6396,824,21,2013-05-09,8,70,1,70,F-Si Carbon 4,Mountain - Cross Country Race - Carbon,2880,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,2880
6397,825,1,2013-05-10,8,8,1,8,Supersix Evo Ultegra 4,Road - Elite Road - Carbon,2660,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Carbon,Denver,CO,2660
6398,825,2,2013-05-10,8,45,3,45,SuperX 105,Road - Cyclocross - Carbon,1960,8,Denver Bike Shop,"Denver, CO",Road,Cyclocross,Carbon,Denver,CO,5880
6399,825,3,2013-05-10,8,50,1,50,Jekyll Carbon 4,Mountain - Over Mountain - Carbon,3200,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,3200
6400,825,4,2013-05-10,8,52,1,52,Trigger Carbon 2,Mountain - Over Mountain - Carbon,5970,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,5970
6401,825,5,2013-05-10,8,71,2,71,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO,4680
6402,825,6,2013-05-10,8,48,1,48,Jekyll Carbon 2,Mountain - Over Mountain - Carbon,6070,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,6070
6403,825,7,2013-05-10,8,80,1,80,Bad Habit 2,Mountain - Trail - Aluminum,2660,8,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO,2660
6404,825,8,2013-05-10,8,49,1,49,Jekyll Carbon 3,Mountain - Over Mountain - Carbon,3840,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,3840
6405,825,9,2013-05-10,8,51,2,51,Trigger Carbon 1,Mountain - Over Mountain - Carbon,8200,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,16400
6406,825,10,2013-05-10,8,86,1,86,Habit 4,Mountain - Trail - Aluminum,2880,8,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO,2880
6407,825,11,2013-05-10,8,72,1,72,F-Si 2,Mountain - Cross Country Race - Aluminum,2060,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Aluminum,Denver,CO,2060
6408,825,12,2013-05-10,8,84,2,84,Habit Carbon SE,Mountain - Trail - Carbon,4480,8,Denver Bike Shop,"Denver, CO",Mountain,Trail,Carbon,Denver,CO,8960
6409,825,13,2013-05-10,8,56,1,56,Scalpel-Si Race,Mountain - Cross Country Race - Carbon,9060,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,9060
6410,825,14,2013-05-10,8,94,1,94,Catalyst 1,Mountain - Sport - Aluminum,705,8,Denver Bike Shop,"Denver, CO",Mountain,Sport,Aluminum,Denver,CO,705
6411,825,15,2013-05-10,8,87,1,87,Habit 5,Mountain - Trail - Aluminum,2340,8,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO,2340
6412,825,16,2013-05-10,8,15,1,15,CAAD12 Ultegra,Road - Elite Road - Aluminum,2240,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO,2240
6413,825,17,2013-05-10,8,19,1,19,CAAD8 Tiagra,Road - Elite Road - Aluminum,1250,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO,1250
6414,825,18,2013-05-10,8,77,1,77,Beast of the East 2,Mountain - Trail - Aluminum,2130,8,Denver Bike Shop,"Denver, CO",Mountain,Trail,Aluminum,Denver,CO,2130
6415,825,19,2013-05-10,8,58,1,58,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,6390,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,6390
6416,825,20,2013-05-10,8,59,1,59,Scalpel-Si Carbon 3,Mountain - Cross Country Race - Carbon,5330,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,5330
6417,825,21,2013-05-10,8,46,1,46,SuperX Rival CX1,Road - Cyclocross - Carbon,1750,8,Denver Bike Shop,"Denver, CO",Road,Cyclocross,Carbon,Denver,CO,1750
6418,825,22,2013-05-10,8,11,1,11,CAAD12 Black Inc,Road - Elite Road - Aluminum,5860,8,Denver Bike Shop,"Denver, CO",Road,Elite Road,Aluminum,Denver,CO,5860
6419,825,23,2013-05-10,8,64,1,64,Scalpel 29 Carbon 3,Mountain - Cross Country Race - Carbon,4260,8,Denver Bike Shop,"Denver, CO",Mountain,Cross Country Race,Carbon,Denver,CO,4260
6420,825,24,2013-05-10,8,47,1,47,Jekyll Carbon 1,Mountain - Over Mountain - Carbon,7990,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,7990
6421,826,1,2013-05-10,10,75,1,75,Fat CAAD2,Mountain - Fat Bike - Aluminum,2130,10,Kansas City 29ers,"Kansas City, KS",Mountain,Fat Bike,Aluminum,Kansas City,KS,2130
6422,826,2,2013-05-10,10,34,1,34,Synapse Disc 105,Road - Endurance Road - Aluminum,1570,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS,1570
6423,826,3,2013-05-10,10,76,1,76,Beast of the East 1,Mountain - Trail - Aluminum,2770,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,2770
6424,826,4,2013-05-10,10,89,2,89,Trail 1,Mountain - Sport - Aluminum,1520,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,3040
6425,826,5,2013-05-10,10,55,1,55,Scalpel-Si Black Inc.,Mountain - Cross Country Race - Carbon,12790,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,12790
6426,826,6,2013-05-10,10,40,1,40,Slice Ultegra D12,Road - Triathalon - Carbon,3200,10,Kansas City 29ers,"Kansas City, KS",Road,Triathalon,Carbon,Kansas City,KS,3200
6427,826,7,2013-05-10,10,95,1,95,Catalyst 2,Mountain - Sport - Aluminum,585,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,585
6428,826,8,2013-05-10,10,64,1,64,Scalpel 29 Carbon 3,Mountain - Cross Country Race - Carbon,4260,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,4260
6429,826,9,2013-05-10,10,65,1,65,Scalpel 29 4,Mountain - Cross Country Race - Aluminum,3200,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS,3200
6430,826,10,2013-05-10,10,61,1,61,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,3200,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS,3200
6431,826,11,2013-05-10,10,54,1,54,Trigger Carbon 4,Mountain - Over Mountain - Carbon,3200,10,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS,3200
6432,826,12,2013-05-10,10,20,1,20,CAAD8 Sora,Road - Elite Road - Aluminum,1030,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,1030
6433,826,13,2013-05-10,10,73,1,73,F-Si 3,Mountain - Cross Country Race - Aluminum,1840,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS,1840
6434,826,14,2013-05-10,10,29,1,29,Synapse Carbon Ultegra 4,Road - Endurance Road - Carbon,2660,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS,2660
6435,826,15,2013-05-10,10,91,1,91,Trail 3,Mountain - Sport - Aluminum,1080,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1080
6436,826,16,2013-05-10,10,66,1,66,F-Si Black Inc.,Mountain - Cross Country Race - Carbon,11190,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,11190
6437,826,17,2013-05-10,10,58,1,58,Scalpel-Si Carbon 2,Mountain - Cross Country Race - Carbon,6390,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,6390
6438,827,1,2013-05-10,19,11,1,11,CAAD12 Black Inc,Road - Elite Road - Aluminum,5860,19,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Aluminum,San Francisco,CA,5860
6439,827,2,2013-05-10,19,7,1,7,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,3200,19,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Carbon,San Francisco,CA,3200
6440,827,3,2013-05-10,19,1,3,1,Supersix Evo Black Inc.,Road - Elite Road - Carbon,12790,19,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Carbon,San Francisco,CA,38370
6441,828,1,2013-05-10,26,71,1,71,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,26,Miami Race Equipment,"Miami, FL",Mountain,Cross Country Race,Aluminum,Miami,FL,2340
6442,828,2,2013-05-10,26,31,1,31,Synapse Carbon 105,Road - Endurance Road - Carbon,2240,26,Miami Race Equipment,"Miami, FL",Road,Endurance Road,Carbon,Miami,FL,2240
6443,829,1,2013-05-13,21,34,3,34,Synapse Disc 105,Road - Endurance Road - Aluminum,1570,21,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Aluminum,Seattle,WA,4710
6444,829,2,2013-05-13,21,26,1,26,Synapse Carbon Disc Ultegra D12,Road - Endurance Road - Carbon,4800,21,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Carbon,Seattle,WA,4800
6445,829,3,2013-05-13,21,13,1,13,CAAD12 Red,Road - Elite Road - Aluminum,3200,21,Seattle Race Equipment,"Seattle, WA",Road,Elite Road,Aluminum,Seattle,WA,3200
6446,830,1,2013-05-14,25,23,1,23,Synapse Hi-Mod Disc Red,Road - Endurance Road - Carbon,7460,25,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Carbon,New Orleans,LA,7460
6447,830,2,2013-05-14,25,87,1,87,Habit 5,Mountain - Trail - Aluminum,2340,25,New Orleans Velocipedes,"New Orleans, LA",Mountain,Trail,Aluminum,New Orleans,LA,2340
6448,830,3,2013-05-14,25,71,1,71,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,25,New Orleans Velocipedes,"New Orleans, LA",Mountain,Cross Country Race,Aluminum,New Orleans,LA,2340
6449,830,4,2013-05-14,25,10,1,10,Supersix Evo Tiagra,Road - Elite Road - Carbon,1840,25,New Orleans Velocipedes,"New Orleans, LA",Road,Elite Road,Carbon,New Orleans,LA,1840
6450,830,5,2013-05-14,25,18,4,18,CAAD8 105,Road - Elite Road - Aluminum,1410,25,New Orleans Velocipedes,"New Orleans, LA",Road,Elite Road,Aluminum,New Orleans,LA,5640
6451,830,6,2013-05-14,25,22,1,22,Synapse Hi-Mod Disc Black Inc.,Road - Endurance Road - Carbon,9590,25,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Carbon,New Orleans,LA,9590
6452,830,7,2013-05-14,25,26,1,26,Synapse Carbon Disc Ultegra D12,Road - Endurance Road - Carbon,4800,25,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Carbon,New Orleans,LA,4800
6453,830,8,2013-05-14,25,4,1,4,Supersix Evo Hi-Mod Dura Ace 2,Road - Elite Road - Carbon,5330,25,New Orleans Velocipedes,"New Orleans, LA",Road,Elite Road,Carbon,New Orleans,LA,5330
6454,830,9,2013-05-14,25,50,1,50,Jekyll Carbon 4,Mountain - Over Mountain - Carbon,3200,25,New Orleans Velocipedes,"New Orleans, LA",Mountain,Over Mountain,Carbon,New Orleans,LA,3200
6455,830,10,2013-05-14,25,38,1,38,Slice Hi-Mod Black Inc.,Road - Triathalon - Carbon,7000,25,New Orleans Velocipedes,"New Orleans, LA",Road,Triathalon,Carbon,New Orleans,LA,7000
6456,830,11,2013-05-14,25,90,1,90,Trail 2,Mountain - Sport - Aluminum,1350,25,New Orleans Velocipedes,"New Orleans, LA",Mountain,Sport,Aluminum,New Orleans,LA,1350
6457,830,12,2013-05-14,25,44,2,44,SuperX Ultegra,Road - Cyclocross - Carbon,2450,25,New Orleans Velocipedes,"New Orleans, LA",Road,Cyclocross,Carbon,New Orleans,LA,4900
6458,830,13,2013-05-14,25,97,1,97,Catalyst 4,Mountain - Sport - Aluminum,415,25,New Orleans Velocipedes,"New Orleans, LA",Mountain,Sport,Aluminum,New Orleans,LA,415
6459,830,14,2013-05-14,25,77,1,77,Beast of the East 2,Mountain - Trail - Aluminum,2130,25,New Orleans Velocipedes,"New Orleans, LA",Mountain,Trail,Aluminum,New Orleans,LA,2130
6460,830,15,2013-05-14,25,72,1,72,F-Si 2,Mountain - Cross Country Race - Aluminum,2060,25,New Orleans Velocipedes,"New Orleans, LA",Mountain,Cross Country Race,Aluminum,New Orleans,LA,2060
6461,830,16,2013-05-14,25,14,1,14,CAAD Disc Ultegra,Road - Elite Road - Aluminum,2660,25,New Orleans Velocipedes,"New Orleans, LA",Road,Elite Road,Aluminum,New Orleans,LA,2660
6462,830,17,2013-05-14,25,31,1,31,Synapse Carbon 105,Road - Endurance Road - Carbon,2240,25,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Carbon,New Orleans,LA,2240
6463,830,18,2013-05-14,25,32,2,32,Syapse Carbon Tiagra,Road - Endurance Road - Carbon,1840,25,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Carbon,New Orleans,LA,3680
6464,830,19,2013-05-14,25,43,1,43,SuperX Hi-Mod CX1,Road - Cyclocross - Carbon,3500,25,New Orleans Velocipedes,"New Orleans, LA",Road,Cyclocross,Carbon,New Orleans,LA,3500
6465,830,20,2013-05-14,25,42,1,42,Slice 105,Road - Triathalon - Carbon,1950,25,New Orleans Velocipedes,"New Orleans, LA",Road,Triathalon,Carbon,New Orleans,LA,1950
6466,830,21,2013-05-14,25,33,3,33,Synapse Disc Adventure,Road - Endurance Road - Aluminum,2130,25,New Orleans Velocipedes,"New Orleans, LA",Road,Endurance Road,Aluminum,New Orleans,LA,6390
6467,831,1,2013-05-14,13,12,1,12,CAAD12 Disc Dura Ace,Road - Elite Road - Aluminum,4260,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Aluminum,Oklahoma City,OK,4260
6468,831,2,2013-05-14,13,88,1,88,Habit 6,Mountain - Trail - Aluminum,1950,13,Oklahoma City Race Equipment,"Oklahoma City, OK",Mountain,Trail,Aluminum,Oklahoma City,OK,1950
6469,832,1,2013-05-14,30,74,1,74,Fat CAAD1,Mountain - Fat Bike - Aluminum,3730,30,Tampa 29ers,"Tampa, FL",Mountain,Fat Bike,Aluminum,Tampa,FL,3730
6470,832,2,2013-05-14,30,64,1,64,Scalpel 29 Carbon 3,Mountain - Cross Country Race - Carbon,4260,30,Tampa 29ers,"Tampa, FL",Mountain,Cross Country Race,Carbon,Tampa,FL,4260
6471,832,3,2013-05-14,30,61,1,61,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,3200,30,Tampa 29ers,"Tampa, FL",Mountain,Cross Country Race,Aluminum,Tampa,FL,3200
6472,832,4,2013-05-14,30,82,1,82,Habit Carbon 1,Mountain - Trail - Carbon,7460,30,Tampa 29ers,"Tampa, FL",Mountain,Trail,Carbon,Tampa,FL,7460
6473,832,5,2013-05-14,30,71,1,71,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,30,Tampa 29ers,"Tampa, FL",Mountain,Cross Country Race,Aluminum,Tampa,FL,2340
6474,832,6,2013-05-14,30,66,1,66,F-Si Black Inc.,Mountain - Cross Country Race - Carbon,11190,30,Tampa 29ers,"Tampa, FL",Mountain,Cross Country Race,Carbon,Tampa,FL,11190
6475,833,1,2013-05-15,7,97,1,97,Catalyst 4,Mountain - Sport - Aluminum,415,7,Nashville Cruisers,"Nashville, TN",Mountain,Sport,Aluminum,Nashville,TN,415
6476,833,2,2013-05-15,7,20,1,20,CAAD8 Sora,Road - Elite Road - Aluminum,1030,7,Nashville Cruisers,"Nashville, TN",Road,Elite Road,Aluminum,Nashville,TN,1030
6477,833,3,2013-05-15,7,78,1,78,Beast of the East 3,Mountain - Trail - Aluminum,1620,7,Nashville Cruisers,"Nashville, TN",Mountain,Trail,Aluminum,Nashville,TN,1620
6478,833,4,2013-05-15,7,95,1,95,Catalyst 2,Mountain - Sport - Aluminum,585,7,Nashville Cruisers,"Nashville, TN",Mountain,Sport,Aluminum,Nashville,TN,585
6479,833,5,2013-05-15,7,92,1,92,Trail 4,Mountain - Sport - Aluminum,980,7,Nashville Cruisers,"Nashville, TN",Mountain,Sport,Aluminum,Nashville,TN,980
6480,833,6,2013-05-15,7,45,1,45,SuperX 105,Road - Cyclocross - Carbon,1960,7,Nashville Cruisers,"Nashville, TN",Road,Cyclocross,Carbon,Nashville,TN,1960
6481,833,7,2013-05-15,7,19,1,19,CAAD8 Tiagra,Road - Elite Road - Aluminum,1250,7,Nashville Cruisers,"Nashville, TN",Road,Elite Road,Aluminum,Nashville,TN,1250
6482,834,1,2013-05-15,29,20,4,20,CAAD8 Sora,Road - Elite Road - Aluminum,1030,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Aluminum,Indianapolis,IN,4120
6483,834,2,2013-05-15,29,24,1,24,Synapse Hi-Mod Dura Ace,Road - Endurance Road - Carbon,5860,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN,5860
6484,834,3,2013-05-15,29,23,1,23,Synapse Hi-Mod Disc Red,Road - Endurance Road - Carbon,7460,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN,7460
6485,834,4,2013-05-15,29,71,1,71,F-Si 1,Mountain - Cross Country Race - Aluminum,2340,29,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Cross Country Race,Aluminum,Indianapolis,IN,2340
6486,834,5,2013-05-15,29,30,1,30,Synapse Carbon Disc 105,Road - Endurance Road - Carbon,2660,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN,2660
6487,834,6,2013-05-15,29,18,1,18,CAAD8 105,Road - Elite Road - Aluminum,1410,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Aluminum,Indianapolis,IN,1410
6488,834,7,2013-05-15,29,75,1,75,Fat CAAD2,Mountain - Fat Bike - Aluminum,2130,29,Indianapolis Velocipedes,"Indianapolis, IN",Mountain,Fat Bike,Aluminum,Indianapolis,IN,2130
6489,834,8,2013-05-15,29,6,3,6,Supersix Evo Red,Road - Elite Road - Carbon,3940,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN,11820
6490,834,9,2013-05-15,29,9,3,9,Supersix Evo 105,Road - Elite Road - Carbon,2240,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Elite Road,Carbon,Indianapolis,IN,6720
6491,834,10,2013-05-15,29,31,1,31,Synapse Carbon 105,Road - Endurance Road - Carbon,2240,29,Indianapolis Velocipedes,"Indianapolis, IN",Road,Endurance Road,Carbon,Indianapolis,IN,2240
6492,835,1,2013-05-15,10,88,2,88,Habit 6,Mountain - Trail - Aluminum,1950,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,3900
6493,836,1,2013-05-15,10,97,1,97,Catalyst 4,Mountain - Sport - Aluminum,415,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,415
6494,836,2,2013-05-15,10,53,1,53,Trigger Carbon 3,Mountain - Over Mountain - Carbon,3730,10,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS,3730
6495,836,3,2013-05-15,10,57,1,57,Scalpel-Si Hi-Mod 1,Mountain - Cross Country Race - Carbon,7460,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,7460
6496,836,4,2013-05-15,10,90,1,90,Trail 2,Mountain - Sport - Aluminum,1350,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1350
6497,837,1,2013-05-16,10,36,1,36,Synapse Sora,Road - Endurance Road - Aluminum,1030,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS,1030
6498,837,2,2013-05-16,10,6,1,6,Supersix Evo Red,Road - Elite Road - Carbon,3940,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS,3940
6499,837,3,2013-05-16,10,7,1,7,Supersix Evo Ultegra 3,Road - Elite Road - Carbon,3200,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Carbon,Kansas City,KS,3200
6500,838,1,2013-05-16,10,21,1,21,CAAD8 Claris,Road - Elite Road - Aluminum,815,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,815
6501,838,2,2013-05-16,10,88,1,88,Habit 6,Mountain - Trail - Aluminum,1950,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,1950
6502,838,3,2013-05-16,10,47,1,47,Jekyll Carbon 1,Mountain - Over Mountain - Carbon,7990,10,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS,7990
6503,838,4,2013-05-16,10,61,3,61,Scalpel-Si 5,Mountain - Cross Country Race - Aluminum,3200,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS,9600
6504,838,5,2013-05-16,10,85,1,85,Habit Carbon 3,Mountain - Trail - Carbon,3730,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Carbon,Kansas City,KS,3730
6505,839,1,2013-05-16,8,52,2,52,Trigger Carbon 2,Mountain - Over Mountain - Carbon,5970,8,Denver Bike Shop,"Denver, CO",Mountain,Over Mountain,Carbon,Denver,CO,11940
6506,840,1,2013-05-17,10,89,1,89,Trail 1,Mountain - Sport - Aluminum,1520,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,1520
6507,840,2,2013-05-17,10,55,1,55,Scalpel-Si Black Inc.,Mountain - Cross Country Race - Carbon,12790,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,12790
6508,840,3,2013-05-17,10,50,1,50,Jekyll Carbon 4,Mountain - Over Mountain - Carbon,3200,10,Kansas City 29ers,"Kansas City, KS",Mountain,Over Mountain,Carbon,Kansas City,KS,3200
6509,840,4,2013-05-17,10,19,1,19,CAAD8 Tiagra,Road - Elite Road - Aluminum,1250,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,1250
6510,840,5,2013-05-17,10,18,1,18,CAAD8 105,Road - Elite Road - Aluminum,1410,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,1410
6511,841,1,2013-05-17,10,63,3,63,Scalpel 29 Carbon 2,Mountain - Cross Country Race - Carbon,5330,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,15990
6512,841,2,2013-05-17,10,79,1,79,Bad Habit 1,Mountain - Trail - Aluminum,3200,10,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS,3200
6513,841,3,2013-05-17,10,92,1,92,Trail 4,Mountain - Sport - Aluminum,980,10,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS,980
6514,841,4,2013-05-17,10,57,1,57,Scalpel-Si Hi-Mod 1,Mountain - Cross Country Race - Carbon,7460,10,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS,7460
6515,841,5,2013-05-17,10,34,1,34,Synapse Disc 105,Road - Endurance Road - Aluminum,1570,10,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS,1570
6516,841,6,2013-05-17,10,12,1,12,CAAD12 Disc Dura Ace,Road - Elite Road - Aluminum,4260,10,Kansas City 29ers,"Kansas City, KS",Road,Elite Road,Aluminum,Kansas City,KS,4260
